,logic_number,logic_name
691,logic00692,bb_80_dev3_rsi10
692,logic00693,RSI_80
693,logic00694,sma_slope_80-10_RSI_5
694,logic00695,sma_slope_80-10_rsi_5_macdhist_30-20
695,logic00696,bb_80_dev_1
696,logic00697,bb_80_dev1_rsi5
697,logic00698,bb_80_dev_2
698,logic00699,bb_80_dev2_rsi5
699,logic00700,bb_80_dev_3
700,logic00701,bb_80_dev3_rsi5
701,logic00702,RSI_80
702,logic00703,sma_slope_80-10_RSI_3
703,logic00704,sma_slope_80-10_rsi_3_macdhist_30-20
704,logic00705,bb_80_dev_1
705,logic00706,bb_80_dev1_rsi3
706,logic00707,bb_80_dev_2
707,logic00708,bb_80_dev2_rsi3
708,logic00709,bb_80_dev_3
709,logic00710,bb_80_dev3_rsi3
710,logic00711,RSI_80
711,logic00712,sma_slope_80-10_RSI_2
712,logic00713,sma_slope_80-10_rsi_2_macdhist_30-20
713,logic00714,bb_80_dev_1
714,logic00715,bb_80_dev1_rsi2
715,logic00716,bb_80_dev_2
716,logic00717,bb_80_dev2_rsi2
717,logic00718,bb_80_dev_3
718,logic00719,bb_80_dev3_rsi2
719,logic00720,MACD_20-10
720,logic00721,sma_slope_80-10_macdhist_20-10
721,logic00722,RSI_80
722,logic00723,sma_slope_80-10_RSI_80
723,logic00724,sma_slope_80-10_rsi_80_macdhist_20-10
724,logic00725,bb_80_dev_1
725,logic00726,bb_80_dev1_rsi80
726,logic00727,bb_80_dev_2
727,logic00728,bb_80_dev2_rsi80
728,logic00729,bb_80_dev_3
729,logic00730,bb_80_dev3_rsi80
730,logic00731,RSI_80
731,logic00732,sma_slope_80-10_RSI_40
732,logic00733,sma_slope_80-10_rsi_40_macdhist_20-10
733,logic00734,bb_80_dev_1
734,logic00735,bb_80_dev1_rsi40
735,logic00736,bb_80_dev_2
736,logic00737,bb_80_dev2_rsi40
737,logic00738,bb_80_dev_3
738,logic00739,bb_80_dev3_rsi40
739,logic00740,RSI_80
740,logic00741,sma_slope_80-10_RSI_20
741,logic00742,sma_slope_80-10_rsi_20_macdhist_20-10
742,logic00743,bb_80_dev_1
743,logic00744,bb_80_dev1_rsi20
744,logic00745,bb_80_dev_2
745,logic00746,bb_80_dev2_rsi20
746,logic00747,bb_80_dev_3
747,logic00748,bb_80_dev3_rsi20
748,logic00749,RSI_80
749,logic00750,sma_slope_80-10_RSI_10
750,logic00751,sma_slope_80-10_rsi_10_macdhist_20-10
751,logic00752,bb_80_dev_1
752,logic00753,bb_80_dev1_rsi10
753,logic00754,bb_80_dev_2
754,logic00755,bb_80_dev2_rsi10
755,logic00756,bb_80_dev_3
756,logic00757,bb_80_dev3_rsi10
757,logic00758,RSI_80
758,logic00759,sma_slope_80-10_RSI_5
759,logic00760,sma_slope_80-10_rsi_5_macdhist_20-10
760,logic00761,bb_80_dev_1
761,logic00762,bb_80_dev1_rsi5
762,logic00763,bb_80_dev_2
763,logic00764,bb_80_dev2_rsi5
764,logic00765,bb_80_dev_3
765,logic00766,bb_80_dev3_rsi5
766,logic00767,RSI_80
767,logic00768,sma_slope_80-10_RSI_3
768,logic00769,sma_slope_80-10_rsi_3_macdhist_20-10
769,logic00770,bb_80_dev_1
770,logic00771,bb_80_dev1_rsi3
771,logic00772,bb_80_dev_2
772,logic00773,bb_80_dev2_rsi3
773,logic00774,bb_80_dev_3
774,logic00775,bb_80_dev3_rsi3
775,logic00776,RSI_80
776,logic00777,sma_slope_80-10_RSI_2
777,logic00778,sma_slope_80-10_rsi_2_macdhist_20-10
778,logic00779,bb_80_dev_1
779,logic00780,bb_80_dev1_rsi2
780,logic00781,bb_80_dev_2
781,logic00782,bb_80_dev2_rsi2
782,logic00783,bb_80_dev_3
783,logic00784,bb_80_dev3_rsi2
784,logic00785,sma_slope_80-20
785,logic00786,MACD_30-10
786,logic00787,sma_slope_80-20_macdhist_30-10
787,logic00788,RSI_80
788,logic00789,sma_slope_80-20_RSI_80
789,logic00790,sma_slope_80-20_rsi_80_macdhist_30-10
790,logic00791,bb_80_dev_1
791,logic00792,bb_80_dev1_rsi80
792,logic00793,bb_80_dev_2
793,logic00794,bb_80_dev2_rsi80
794,logic00795,bb_80_dev_3
795,logic00796,bb_80_dev3_rsi80
796,logic00797,RSI_80
797,logic00798,sma_slope_80-20_RSI_40
798,logic00799,sma_slope_80-20_rsi_40_macdhist_30-10
799,logic00800,bb_80_dev_1
800,logic00801,bb_80_dev1_rsi40
801,logic00802,bb_80_dev_2
802,logic00803,bb_80_dev2_rsi40
803,logic00804,bb_80_dev_3
804,logic00805,bb_80_dev3_rsi40
805,logic00806,RSI_80
806,logic00807,sma_slope_80-20_RSI_20
807,logic00808,sma_slope_80-20_rsi_20_macdhist_30-10
808,logic00809,bb_80_dev_1
809,logic00810,bb_80_dev1_rsi20
810,logic00811,bb_80_dev_2
811,logic00812,bb_80_dev2_rsi20
812,logic00813,bb_80_dev_3
813,logic00814,bb_80_dev3_rsi20
814,logic00815,RSI_80
815,logic00816,sma_slope_80-20_RSI_10
816,logic00817,sma_slope_80-20_rsi_10_macdhist_30-10
817,logic00818,bb_80_dev_1
818,logic00819,bb_80_dev1_rsi10
819,logic00820,bb_80_dev_2
820,logic00821,bb_80_dev2_rsi10
821,logic00822,bb_80_dev_3
822,logic00823,bb_80_dev3_rsi10
823,logic00824,RSI_80
824,logic00825,sma_slope_80-20_RSI_5
825,logic00826,sma_slope_80-20_rsi_5_macdhist_30-10
826,logic00827,bb_80_dev_1
827,logic00828,bb_80_dev1_rsi5
828,logic00829,bb_80_dev_2
829,logic00830,bb_80_dev2_rsi5
830,logic00831,bb_80_dev_3
831,logic00832,bb_80_dev3_rsi5
832,logic00833,RSI_80
833,logic00834,sma_slope_80-20_RSI_3
834,logic00835,sma_slope_80-20_rsi_3_macdhist_30-10
835,logic00836,bb_80_dev_1
836,logic00837,bb_80_dev1_rsi3
837,logic00838,bb_80_dev_2
838,logic00839,bb_80_dev2_rsi3
839,logic00840,bb_80_dev_3
840,logic00841,bb_80_dev3_rsi3
841,logic00842,RSI_80
842,logic00843,sma_slope_80-20_RSI_2
843,logic00844,sma_slope_80-20_rsi_2_macdhist_30-10
844,logic00845,bb_80_dev_1
845,logic00846,bb_80_dev1_rsi2
846,logic00847,bb_80_dev_2
847,logic00848,bb_80_dev2_rsi2
848,logic00849,bb_80_dev_3
849,logic00850,bb_80_dev3_rsi2
850,logic00851,MACD_30-20
851,logic00852,sma_slope_80-20_macdhist_30-20
852,logic00853,RSI_80
853,logic00854,sma_slope_80-20_RSI_80
854,logic00855,sma_slope_80-20_rsi_80_macdhist_30-20
855,logic00856,bb_80_dev_1
856,logic00857,bb_80_dev1_rsi80
857,logic00858,bb_80_dev_2
858,logic00859,bb_80_dev2_rsi80
859,logic00860,bb_80_dev_3
860,logic00861,bb_80_dev3_rsi80
861,logic00862,RSI_80
862,logic00863,sma_slope_80-20_RSI_40
863,logic00864,sma_slope_80-20_rsi_40_macdhist_30-20
864,logic00865,bb_80_dev_1
865,logic00866,bb_80_dev1_rsi40
866,logic00867,bb_80_dev_2
867,logic00868,bb_80_dev2_rsi40
868,logic00869,bb_80_dev_3
869,logic00870,bb_80_dev3_rsi40
870,logic00871,RSI_80
871,logic00872,sma_slope_80-20_RSI_20
872,logic00873,sma_slope_80-20_rsi_20_macdhist_30-20
873,logic00874,bb_80_dev_1
874,logic00875,bb_80_dev1_rsi20
875,logic00876,bb_80_dev_2
876,logic00877,bb_80_dev2_rsi20
877,logic00878,bb_80_dev_3
878,logic00879,bb_80_dev3_rsi20
879,logic00880,RSI_80
880,logic00881,sma_slope_80-20_RSI_10
881,logic00882,sma_slope_80-20_rsi_10_macdhist_30-20
882,logic00883,bb_80_dev_1
883,logic00884,bb_80_dev1_rsi10
884,logic00885,bb_80_dev_2
885,logic00886,bb_80_dev2_rsi10
886,logic00887,bb_80_dev_3
887,logic00888,bb_80_dev3_rsi10
888,logic00889,RSI_80
889,logic00890,sma_slope_80-20_RSI_5
890,logic00891,sma_slope_80-20_rsi_5_macdhist_30-20
891,logic00892,bb_80_dev_1
892,logic00893,bb_80_dev1_rsi5
893,logic00894,bb_80_dev_2
894,logic00895,bb_80_dev2_rsi5
895,logic00896,bb_80_dev_3
896,logic00897,bb_80_dev3_rsi5
897,logic00898,RSI_80
898,logic00899,sma_slope_80-20_RSI_3
899,logic00900,sma_slope_80-20_rsi_3_macdhist_30-20
900,logic00901,bb_80_dev_1
901,logic00902,bb_80_dev1_rsi3
902,logic00903,bb_80_dev_2
903,logic00904,bb_80_dev2_rsi3
904,logic00905,bb_80_dev_3
905,logic00906,bb_80_dev3_rsi3
906,logic00907,RSI_80
907,logic00908,sma_slope_80-20_RSI_2
908,logic00909,sma_slope_80-20_rsi_2_macdhist_30-20
909,logic00910,bb_80_dev_1
910,logic00911,bb_80_dev1_rsi2
911,logic00912,bb_80_dev_2
912,logic00913,bb_80_dev2_rsi2
913,logic00914,bb_80_dev_3
914,logic00915,bb_80_dev3_rsi2
915,logic00916,MACD_20-10
916,logic00917,sma_slope_80-20_macdhist_20-10
917,logic00918,RSI_80
918,logic00919,sma_slope_80-20_RSI_80
919,logic00920,sma_slope_80-20_rsi_80_macdhist_20-10
920,logic00921,bb_80_dev_1
921,logic00922,bb_80_dev1_rsi80
922,logic00923,bb_80_dev_2
923,logic00924,bb_80_dev2_rsi80
924,logic00925,bb_80_dev_3
925,logic00926,bb_80_dev3_rsi80
926,logic00927,RSI_80
927,logic00928,sma_slope_80-20_RSI_40
928,logic00929,sma_slope_80-20_rsi_40_macdhist_20-10
929,logic00930,bb_80_dev_1
930,logic00931,bb_80_dev1_rsi40
931,logic00932,bb_80_dev_2
932,logic00933,bb_80_dev2_rsi40
933,logic00934,bb_80_dev_3
934,logic00935,bb_80_dev3_rsi40
935,logic00936,RSI_80
936,logic00937,sma_slope_80-20_RSI_20
937,logic00938,sma_slope_80-20_rsi_20_macdhist_20-10
938,logic00939,bb_80_dev_1
939,logic00940,bb_80_dev1_rsi20
940,logic00941,bb_80_dev_2
941,logic00942,bb_80_dev2_rsi20
942,logic00943,bb_80_dev_3
943,logic00944,bb_80_dev3_rsi20
944,logic00945,RSI_80
945,logic00946,sma_slope_80-20_RSI_10
946,logic00947,sma_slope_80-20_rsi_10_macdhist_20-10
947,logic00948,bb_80_dev_1
948,logic00949,bb_80_dev1_rsi10
949,logic00950,bb_80_dev_2
950,logic00951,bb_80_dev2_rsi10
951,logic00952,bb_80_dev_3
952,logic00953,bb_80_dev3_rsi10
953,logic00954,RSI_80
954,logic00955,sma_slope_80-20_RSI_5
955,logic00956,sma_slope_80-20_rsi_5_macdhist_20-10
956,logic00957,bb_80_dev_1
957,logic00958,bb_80_dev1_rsi5
958,logic00959,bb_80_dev_2
959,logic00960,bb_80_dev2_rsi5
960,logic00961,bb_80_dev_3
961,logic00962,bb_80_dev3_rsi5
962,logic00963,RSI_80
963,logic00964,sma_slope_80-20_RSI_3
964,logic00965,sma_slope_80-20_rsi_3_macdhist_20-10
965,logic00966,bb_80_dev_1
966,logic00967,bb_80_dev1_rsi3
967,logic00968,bb_80_dev_2
968,logic00969,bb_80_dev2_rsi3
969,logic00970,bb_80_dev_3
970,logic00971,bb_80_dev3_rsi3
971,logic00972,RSI_80
972,logic00973,sma_slope_80-20_RSI_2
973,logic00974,sma_slope_80-20_rsi_2_macdhist_20-10
974,logic00975,bb_80_dev_1
975,logic00976,bb_80_dev1_rsi2
976,logic00977,bb_80_dev_2
977,logic00978,bb_80_dev2_rsi2
978,logic00979,bb_80_dev_3
979,logic00980,bb_80_dev3_rsi2
980,logic00981,sma_slope_80-40
981,logic00982,MACD_30-10
982,logic00983,sma_slope_80-40_macdhist_30-10
983,logic00984,RSI_80
984,logic00985,sma_slope_80-40_RSI_80
985,logic00986,sma_slope_80-40_rsi_80_macdhist_30-10
986,logic00987,bb_80_dev_1
987,logic00988,bb_80_dev1_rsi80
988,logic00989,bb_80_dev_2
989,logic00990,bb_80_dev2_rsi80
990,logic00991,bb_80_dev_3
991,logic00992,bb_80_dev3_rsi80
992,logic00993,RSI_80
993,logic00994,sma_slope_80-40_RSI_40
994,logic00995,sma_slope_80-40_rsi_40_macdhist_30-10
995,logic00996,bb_80_dev_1
996,logic00997,bb_80_dev1_rsi40
997,logic00998,bb_80_dev_2
998,logic00999,bb_80_dev2_rsi40
999,logic01000,bb_80_dev_3
1000,logic01001,bb_80_dev3_rsi40
1001,logic01002,RSI_80
1002,logic01003,sma_slope_80-40_RSI_20
1003,logic01004,sma_slope_80-40_rsi_20_macdhist_30-10
1004,logic01005,bb_80_dev_1
1005,logic01006,bb_80_dev1_rsi20
1006,logic01007,bb_80_dev_2
1007,logic01008,bb_80_dev2_rsi20
1008,logic01009,bb_80_dev_3
1009,logic01010,bb_80_dev3_rsi20
1010,logic01011,RSI_80
1011,logic01012,sma_slope_80-40_RSI_10
1012,logic01013,sma_slope_80-40_rsi_10_macdhist_30-10
1013,logic01014,bb_80_dev_1
1014,logic01015,bb_80_dev1_rsi10
1015,logic01016,bb_80_dev_2
1016,logic01017,bb_80_dev2_rsi10
1017,logic01018,bb_80_dev_3
1018,logic01019,bb_80_dev3_rsi10
1019,logic01020,RSI_80
1020,logic01021,sma_slope_80-40_RSI_5
1021,logic01022,sma_slope_80-40_rsi_5_macdhist_30-10
1022,logic01023,bb_80_dev_1
1023,logic01024,bb_80_dev1_rsi5
1024,logic01025,bb_80_dev_2
1025,logic01026,bb_80_dev2_rsi5
1026,logic01027,bb_80_dev_3
1027,logic01028,bb_80_dev3_rsi5
1028,logic01029,RSI_80
1029,logic01030,sma_slope_80-40_RSI_3
1030,logic01031,sma_slope_80-40_rsi_3_macdhist_30-10
1031,logic01032,bb_80_dev_1
1032,logic01033,bb_80_dev1_rsi3
1033,logic01034,bb_80_dev_2
1034,logic01035,bb_80_dev2_rsi3
1035,logic01036,bb_80_dev_3
1036,logic01037,bb_80_dev3_rsi3
1037,logic01038,RSI_80
1038,logic01039,sma_slope_80-40_RSI_2
1039,logic01040,sma_slope_80-40_rsi_2_macdhist_30-10
1040,logic01041,bb_80_dev_1
1041,logic01042,bb_80_dev1_rsi2
1042,logic01043,bb_80_dev_2
1043,logic01044,bb_80_dev2_rsi2
1044,logic01045,bb_80_dev_3
1045,logic01046,bb_80_dev3_rsi2
1046,logic01047,MACD_30-20
1047,logic01048,sma_slope_80-40_macdhist_30-20
1048,logic01049,RSI_80
1049,logic01050,sma_slope_80-40_RSI_80
1050,logic01051,sma_slope_80-40_rsi_80_macdhist_30-20
1051,logic01052,bb_80_dev_1
1052,logic01053,bb_80_dev1_rsi80
1053,logic01054,bb_80_dev_2
1054,logic01055,bb_80_dev2_rsi80
1055,logic01056,bb_80_dev_3
1056,logic01057,bb_80_dev3_rsi80
1057,logic01058,RSI_80
1058,logic01059,sma_slope_80-40_RSI_40
1059,logic01060,sma_slope_80-40_rsi_40_macdhist_30-20
1060,logic01061,bb_80_dev_1
1061,logic01062,bb_80_dev1_rsi40
1062,logic01063,bb_80_dev_2
1063,logic01064,bb_80_dev2_rsi40
1064,logic01065,bb_80_dev_3
1065,logic01066,bb_80_dev3_rsi40
1066,logic01067,RSI_80
1067,logic01068,sma_slope_80-40_RSI_20
1068,logic01069,sma_slope_80-40_rsi_20_macdhist_30-20
1069,logic01070,bb_80_dev_1
1070,logic01071,bb_80_dev1_rsi20
1071,logic01072,bb_80_dev_2
1072,logic01073,bb_80_dev2_rsi20
1073,logic01074,bb_80_dev_3
1074,logic01075,bb_80_dev3_rsi20
1075,logic01076,RSI_80
1076,logic01077,sma_slope_80-40_RSI_10
1077,logic01078,sma_slope_80-40_rsi_10_macdhist_30-20
1078,logic01079,bb_80_dev_1
1079,logic01080,bb_80_dev1_rsi10
1080,logic01081,bb_80_dev_2
1081,logic01082,bb_80_dev2_rsi10
1082,logic01083,bb_80_dev_3
1083,logic01084,bb_80_dev3_rsi10
1084,logic01085,RSI_80
1085,logic01086,sma_slope_80-40_RSI_5
1086,logic01087,sma_slope_80-40_rsi_5_macdhist_30-20
1087,logic01088,bb_80_dev_1
1088,logic01089,bb_80_dev1_rsi5
1089,logic01090,bb_80_dev_2
1090,logic01091,bb_80_dev2_rsi5
1091,logic01092,bb_80_dev_3
1092,logic01093,bb_80_dev3_rsi5
1093,logic01094,RSI_80
1094,logic01095,sma_slope_80-40_RSI_3
1095,logic01096,sma_slope_80-40_rsi_3_macdhist_30-20
1096,logic01097,bb_80_dev_1
1097,logic01098,bb_80_dev1_rsi3
1098,logic01099,bb_80_dev_2
1099,logic01100,bb_80_dev2_rsi3
1100,logic01101,bb_80_dev_3
1101,logic01102,bb_80_dev3_rsi3
1102,logic01103,RSI_80
1103,logic01104,sma_slope_80-40_RSI_2
1104,logic01105,sma_slope_80-40_rsi_2_macdhist_30-20
1105,logic01106,bb_80_dev_1
1106,logic01107,bb_80_dev1_rsi2
1107,logic01108,bb_80_dev_2
1108,logic01109,bb_80_dev2_rsi2
1109,logic01110,bb_80_dev_3
1110,logic01111,bb_80_dev3_rsi2
1111,logic01112,MACD_20-10
1112,logic01113,sma_slope_80-40_macdhist_20-10
1113,logic01114,RSI_80
1114,logic01115,sma_slope_80-40_RSI_80
1115,logic01116,sma_slope_80-40_rsi_80_macdhist_20-10
1116,logic01117,bb_80_dev_1
1117,logic01118,bb_80_dev1_rsi80
1118,logic01119,bb_80_dev_2
1119,logic01120,bb_80_dev2_rsi80
1120,logic01121,bb_80_dev_3
1121,logic01122,bb_80_dev3_rsi80
1122,logic01123,RSI_80
1123,logic01124,sma_slope_80-40_RSI_40
1124,logic01125,sma_slope_80-40_rsi_40_macdhist_20-10
1125,logic01126,bb_80_dev_1
1126,logic01127,bb_80_dev1_rsi40
1127,logic01128,bb_80_dev_2
1128,logic01129,bb_80_dev2_rsi40
1129,logic01130,bb_80_dev_3
1130,logic01131,bb_80_dev3_rsi40
1131,logic01132,RSI_80
1132,logic01133,sma_slope_80-40_RSI_20
1133,logic01134,sma_slope_80-40_rsi_20_macdhist_20-10
1134,logic01135,bb_80_dev_1
1135,logic01136,bb_80_dev1_rsi20
1136,logic01137,bb_80_dev_2
1137,logic01138,bb_80_dev2_rsi20
1138,logic01139,bb_80_dev_3
1139,logic01140,bb_80_dev3_rsi20
1140,logic01141,RSI_80
1141,logic01142,sma_slope_80-40_RSI_10
1142,logic01143,sma_slope_80-40_rsi_10_macdhist_20-10
1143,logic01144,bb_80_dev_1
1144,logic01145,bb_80_dev1_rsi10
1145,logic01146,bb_80_dev_2
1146,logic01147,bb_80_dev2_rsi10
1147,logic01148,bb_80_dev_3
1148,logic01149,bb_80_dev3_rsi10
1149,logic01150,RSI_80
1150,logic01151,sma_slope_80-40_RSI_5
1151,logic01152,sma_slope_80-40_rsi_5_macdhist_20-10
1152,logic01153,bb_80_dev_1
1153,logic01154,bb_80_dev1_rsi5
1154,logic01155,bb_80_dev_2
1155,logic01156,bb_80_dev2_rsi5
1156,logic01157,bb_80_dev_3
1157,logic01158,bb_80_dev3_rsi5
1158,logic01159,RSI_80
1159,logic01160,sma_slope_80-40_RSI_3
1160,logic01161,sma_slope_80-40_rsi_3_macdhist_20-10
1161,logic01162,bb_80_dev_1
1162,logic01163,bb_80_dev1_rsi3
1163,logic01164,bb_80_dev_2
1164,logic01165,bb_80_dev2_rsi3
1165,logic01166,bb_80_dev_3
1166,logic01167,bb_80_dev3_rsi3
1167,logic01168,RSI_80
1168,logic01169,sma_slope_80-40_RSI_2
1169,logic01170,sma_slope_80-40_rsi_2_macdhist_20-10
1170,logic01171,bb_80_dev_1
1171,logic01172,bb_80_dev1_rsi2
1172,logic01173,bb_80_dev_2
1173,logic01174,bb_80_dev2_rsi2
1174,logic01175,bb_80_dev_3
1175,logic01176,bb_80_dev3_rsi2
1176,logic01177,sma_slope_40-2
1177,logic01178,MACD_30-10
1178,logic01179,sma_slope_40-2_macdhist_30-10
1179,logic01180,RSI_40
1180,logic01181,sma_slope_40-2_RSI_80
1181,logic01182,sma_slope_40-2_rsi_80_macdhist_30-10
1182,logic01183,bb_40_dev_1
1183,logic01184,bb_40_dev1_rsi80
1184,logic01185,bb_40_dev_2
1185,logic01186,bb_40_dev2_rsi80
1186,logic01187,bb_40_dev_3
1187,logic01188,bb_40_dev3_rsi80
1188,logic01189,RSI_40
1189,logic01190,sma_slope_40-2_RSI_40
1190,logic01191,sma_slope_40-2_rsi_40_macdhist_30-10
1191,logic01192,bb_40_dev_1
1192,logic01193,bb_40_dev1_rsi40
1193,logic01194,bb_40_dev_2
1194,logic01195,bb_40_dev2_rsi40
1195,logic01196,bb_40_dev_3
1196,logic01197,bb_40_dev3_rsi40
1197,logic01198,RSI_40
1198,logic01199,sma_slope_40-2_RSI_20
1199,logic01200,sma_slope_40-2_rsi_20_macdhist_30-10
1200,logic01201,bb_40_dev_1
1201,logic01202,bb_40_dev1_rsi20
1202,logic01203,bb_40_dev_2
1203,logic01204,bb_40_dev2_rsi20
1204,logic01205,bb_40_dev_3
1205,logic01206,bb_40_dev3_rsi20
1206,logic01207,RSI_40
1207,logic01208,sma_slope_40-2_RSI_10
1208,logic01209,sma_slope_40-2_rsi_10_macdhist_30-10
1209,logic01210,bb_40_dev_1
1210,logic01211,bb_40_dev1_rsi10
1211,logic01212,bb_40_dev_2
1212,logic01213,bb_40_dev2_rsi10
1213,logic01214,bb_40_dev_3
1214,logic01215,bb_40_dev3_rsi10
1215,logic01216,RSI_40
1216,logic01217,sma_slope_40-2_RSI_5
1217,logic01218,sma_slope_40-2_rsi_5_macdhist_30-10
1218,logic01219,bb_40_dev_1
1219,logic01220,bb_40_dev1_rsi5
1220,logic01221,bb_40_dev_2
1221,logic01222,bb_40_dev2_rsi5
1222,logic01223,bb_40_dev_3
1223,logic01224,bb_40_dev3_rsi5
1224,logic01225,RSI_40
1225,logic01226,sma_slope_40-2_RSI_3
1226,logic01227,sma_slope_40-2_rsi_3_macdhist_30-10
1227,logic01228,bb_40_dev_1
1228,logic01229,bb_40_dev1_rsi3
1229,logic01230,bb_40_dev_2
1230,logic01231,bb_40_dev2_rsi3
1231,logic01232,bb_40_dev_3
1232,logic01233,bb_40_dev3_rsi3
1233,logic01234,RSI_40
1234,logic01235,sma_slope_40-2_RSI_2
1235,logic01236,sma_slope_40-2_rsi_2_macdhist_30-10
1236,logic01237,bb_40_dev_1
1237,logic01238,bb_40_dev1_rsi2
1238,logic01239,bb_40_dev_2
1239,logic01240,bb_40_dev2_rsi2
1240,logic01241,bb_40_dev_3
1241,logic01242,bb_40_dev3_rsi2
1242,logic01243,MACD_30-20
1243,logic01244,sma_slope_40-2_macdhist_30-20
1244,logic01245,RSI_40
1245,logic01246,sma_slope_40-2_RSI_80
1246,logic01247,sma_slope_40-2_rsi_80_macdhist_30-20
1247,logic01248,bb_40_dev_1
1248,logic01249,bb_40_dev1_rsi80
1249,logic01250,bb_40_dev_2
1250,logic01251,bb_40_dev2_rsi80
1251,logic01252,bb_40_dev_3
1252,logic01253,bb_40_dev3_rsi80
1253,logic01254,RSI_40
1254,logic01255,sma_slope_40-2_RSI_40
1255,logic01256,sma_slope_40-2_rsi_40_macdhist_30-20
1256,logic01257,bb_40_dev_1
1257,logic01258,bb_40_dev1_rsi40
1258,logic01259,bb_40_dev_2
1259,logic01260,bb_40_dev2_rsi40
1260,logic01261,bb_40_dev_3
1261,logic01262,bb_40_dev3_rsi40
1262,logic01263,RSI_40
1263,logic01264,sma_slope_40-2_RSI_20
1264,logic01265,sma_slope_40-2_rsi_20_macdhist_30-20
1265,logic01266,bb_40_dev_1
1266,logic01267,bb_40_dev1_rsi20
1267,logic01268,bb_40_dev_2
1268,logic01269,bb_40_dev2_rsi20
1269,logic01270,bb_40_dev_3
1270,logic01271,bb_40_dev3_rsi20
1271,logic01272,RSI_40
1272,logic01273,sma_slope_40-2_RSI_10
1273,logic01274,sma_slope_40-2_rsi_10_macdhist_30-20
1274,logic01275,bb_40_dev_1
1275,logic01276,bb_40_dev1_rsi10
1276,logic01277,bb_40_dev_2
1277,logic01278,bb_40_dev2_rsi10
1278,logic01279,bb_40_dev_3
1279,logic01280,bb_40_dev3_rsi10
1280,logic01281,RSI_40
1281,logic01282,sma_slope_40-2_RSI_5
1282,logic01283,sma_slope_40-2_rsi_5_macdhist_30-20
1283,logic01284,bb_40_dev_1
1284,logic01285,bb_40_dev1_rsi5
1285,logic01286,bb_40_dev_2
1286,logic01287,bb_40_dev2_rsi5
1287,logic01288,bb_40_dev_3
1288,logic01289,bb_40_dev3_rsi5
1289,logic01290,RSI_40
1290,logic01291,sma_slope_40-2_RSI_3
1291,logic01292,sma_slope_40-2_rsi_3_macdhist_30-20
1292,logic01293,bb_40_dev_1
1293,logic01294,bb_40_dev1_rsi3
1294,logic01295,bb_40_dev_2
1295,logic01296,bb_40_dev2_rsi3
1296,logic01297,bb_40_dev_3
1297,logic01298,bb_40_dev3_rsi3
1298,logic01299,RSI_40
1299,logic01300,sma_slope_40-2_RSI_2
1300,logic01301,sma_slope_40-2_rsi_2_macdhist_30-20
1301,logic01302,bb_40_dev_1
1302,logic01303,bb_40_dev1_rsi2
1303,logic01304,bb_40_dev_2
1304,logic01305,bb_40_dev2_rsi2
1305,logic01306,bb_40_dev_3
1306,logic01307,bb_40_dev3_rsi2
1307,logic01308,MACD_20-10
1308,logic01309,sma_slope_40-2_macdhist_20-10
1309,logic01310,RSI_40
1310,logic01311,sma_slope_40-2_RSI_80
1311,logic01312,sma_slope_40-2_rsi_80_macdhist_20-10
1312,logic01313,bb_40_dev_1
1313,logic01314,bb_40_dev1_rsi80
1314,logic01315,bb_40_dev_2
1315,logic01316,bb_40_dev2_rsi80
1316,logic01317,bb_40_dev_3
1317,logic01318,bb_40_dev3_rsi80
1318,logic01319,RSI_40
1319,logic01320,sma_slope_40-2_RSI_40
1320,logic01321,sma_slope_40-2_rsi_40_macdhist_20-10
1321,logic01322,bb_40_dev_1
1322,logic01323,bb_40_dev1_rsi40
1323,logic01324,bb_40_dev_2
1324,logic01325,bb_40_dev2_rsi40
1325,logic01326,bb_40_dev_3
1326,logic01327,bb_40_dev3_rsi40
1327,logic01328,RSI_40
1328,logic01329,sma_slope_40-2_RSI_20
1329,logic01330,sma_slope_40-2_rsi_20_macdhist_20-10
1330,logic01331,bb_40_dev_1
1331,logic01332,bb_40_dev1_rsi20
1332,logic01333,bb_40_dev_2
1333,logic01334,bb_40_dev2_rsi20
1334,logic01335,bb_40_dev_3
1335,logic01336,bb_40_dev3_rsi20
1336,logic01337,RSI_40
1337,logic01338,sma_slope_40-2_RSI_10
1338,logic01339,sma_slope_40-2_rsi_10_macdhist_20-10
1339,logic01340,bb_40_dev_1
1340,logic01341,bb_40_dev1_rsi10
1341,logic01342,bb_40_dev_2
1342,logic01343,bb_40_dev2_rsi10
1343,logic01344,bb_40_dev_3
1344,logic01345,bb_40_dev3_rsi10
1345,logic01346,RSI_40
1346,logic01347,sma_slope_40-2_RSI_5
1347,logic01348,sma_slope_40-2_rsi_5_macdhist_20-10
1348,logic01349,bb_40_dev_1
1349,logic01350,bb_40_dev1_rsi5
1350,logic01351,bb_40_dev_2
1351,logic01352,bb_40_dev2_rsi5
1352,logic01353,bb_40_dev_3
1353,logic01354,bb_40_dev3_rsi5
1354,logic01355,RSI_40
1355,logic01356,sma_slope_40-2_RSI_3
1356,logic01357,sma_slope_40-2_rsi_3_macdhist_20-10
1357,logic01358,bb_40_dev_1
1358,logic01359,bb_40_dev1_rsi3
1359,logic01360,bb_40_dev_2
1360,logic01361,bb_40_dev2_rsi3
1361,logic01362,bb_40_dev_3
1362,logic01363,bb_40_dev3_rsi3
1363,logic01364,RSI_40
1364,logic01365,sma_slope_40-2_RSI_2
